Title	Creator	Publisher	Date Original	Date is Approximate?	Description	Subject (LCSH)	Relation	Contributing Institution	Publisher Digital	Source	Listing Code	Resource Identifier	Format Original	Format Digital	Type	Digitization Specifications	Rights	Language	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
When I Fall in Love												JW.589c_Vocal 3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/160	160	161.jpg	/ijcw/image/161.jpg
When I Fall in Love												JW.589d_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/161	161	162.jpg	/ijcw/image/162.jpg
When I Fall in Love												JW.589e_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/162	162	163.jpg	/ijcw/image/163.jpg
When I Fall in Love												JW.589f_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/163	163	164.jpg	/ijcw/image/164.jpg
When I Fall in Love	Farnon, Robert		1940	y	1 Score (11 p.) + 4 parts; includes Vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 42, Folder 589	IJC005	JW.589	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/164	164	165.cpd	/ijcw/image/165.cpd
Small Hotel												JW.124a_Joe		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/165	165	166.jpg	/ijcw/image/166.jpg
Small Hotel												JW.124b_Sweets		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/166	166	167.jpg	/ijcw/image/167.jpg
Small Hotel												JW.124c_Jimmie		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/167	167	168.jpg	/ijcw/image/168.jpg
Small Hotel												JW.124d_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/168	168	169.jpg	/ijcw/image/169.jpg
Small Hotel												JW.124e_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/169	169	170.jpg	/ijcw/image/170.jpg
Small Hotel												JW.124f_Control		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/170	170	171.jpg	/ijcw/image/171.jpg
Small Hotel												JW.124g_Control2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/171	171	172.jpg	/ijcw/image/172.jpg
Small Hotel			1940	y	1 score (15 p.) + 6 parts, includes vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 10, Folder 124	IJC005	JW.124	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/172	172	173.cpd	/ijcw/image/173.cpd
When?												JW.139a_Alto		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/173	173	174.jpg	/ijcw/image/174.jpg
When?												JW.139b_Tenor		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/174	174	175.jpg	/ijcw/image/175.jpg
When?												JW.139c_Bari		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/175	175	176.jpg	/ijcw/image/176.jpg
When?												JW.139d_Trpt1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/176	176	177.jpg	/ijcw/image/177.jpg
When?												JW.139e_Trpt2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/177	177	178.jpg	/ijcw/image/178.jpg
When?												JW.139f_Trom		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/178	178	179.jpg	/ijcw/image/179.jpg
When?												JW.139g_Vibes		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/179	179	180.jpg	/ijcw/image/180.jpg
When?												JW.139h_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/180	180	181.jpg	/ijcw/image/181.jpg
When?												JW.139i_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/181	181	182.jpg	/ijcw/image/182.jpg
When?												JW.139j_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/182	182	183.jpg	/ijcw/image/183.jpg
When?												JW.139k_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/183	183	184.jpg	/ijcw/image/184.jpg
When?	Jones, Thad		1940	y	1 score (11 p.) + 11 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 11, Folder 139	IJC005	JW.139	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/184	184	185.cpd	/ijcw/image/185.cpd
Then I'll be Happy												JW.575a_Booth 1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/185	185	186.jpg	/ijcw/image/186.jpg
Then I'll be Happy												JW.575b_Booth 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/186	186	187.jpg	/ijcw/image/187.jpg
Then I'll be Happy												JW.575c_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/187	187	188.jpg	/ijcw/image/188.jpg
Then I'll be Happy	Hunter, F.		1940	y	1 Score (6 p.) + 2 parts; Includes Vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 41, Folder 575	IJC005	JW.575	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/188	188	189.cpd	/ijcw/image/189.cpd
Can't Take my Eyes off You												JW.480a_Reed 1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/189	189	190.jpg	/ijcw/image/190.jpg
Can't Take my Eyes off You												JW.480b_Reed 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/190	190	191.jpg	/ijcw/image/191.jpg
Can't Take my Eyes off You												JW.480c_Reed 3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/191	191	192.jpg	/ijcw/image/192.jpg
Can't Take my Eyes off You												JW.480d_Trumpet 1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/192	192	193.jpg	/ijcw/image/193.jpg
Can't Take my Eyes off You												JW.480e_Trumpet 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/193	193	194.jpg	/ijcw/image/194.jpg
Can't Take my Eyes off You												JW.480f_Trombone		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/194	194	195.jpg	/ijcw/image/195.jpg
Can't Take my Eyes off You		Ott, Horace	1940	y	1 Score (18 p.) + 9 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 34, Folder 480	IJC005	JW.480	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/195	195	196.cpd	/ijcw/image/196.cpd
I'd Give a Dollar for a Dime												JW.243_Piano1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/196	196	197.jpg	/ijcw/image/197.jpg
I'd Give a Dollar for a Dime												JW.243_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/197	197	198.jpg	/ijcw/image/198.jpg
I'd Give a Dollar for a Dime	Hyman, Dick		1940	y	1 score (5 p.) + 2 parts; 1 photocopy	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 19, Folder 243	IJC005	JW.243	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/198	198	199.cpd	/ijcw/image/199.cpd
I Could Care												JW.412a_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/199	199	200.jpg	/ijcw/image/200.jpg
I Could Care												JW.412b_Piano 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/200	200	201.jpg	/ijcw/image/201.jpg
I Could Care												JW.412c_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/201	201	202.jpg	/ijcw/image/202.jpg
I Could Care												JW.412d_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/202	202	203.jpg	/ijcw/image/203.jpg
I Could Care	Jones, Thad		1940	y	1 Score (7 p.) + 3 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 30, Folder 412	IJC005	JW.412	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/203	203	204.cpd	/ijcw/image/204.cpd
Don't Get Around Much Anymore												JW.392_Conductor1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/204	204	205.jpg	/ijcw/image/205.jpg
Don't Get Around Much Anymore												JW.392_Conductor2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/205	205	206.jpg	/ijcw/image/206.jpg
Don't Get Around Much Anymore												JW.392_Conductor3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/206	206	207.jpg	/ijcw/image/207.jpg
Don't Get Around Much Anymore												JW.392_Conductor4		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/207	207	208.jpg	/ijcw/image/208.jpg
Don't Get Around Much Anymore												JW.392_Conductor5		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/208	208	209.jpg	/ijcw/image/209.jpg
Don't Get Around Much Anymore												JW.392_Conductor6		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/209	209	210.jpg	/ijcw/image/210.jpg
Don't Get Around Much Anymore												JW.392_Conductor7		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/210	210	211.jpg	/ijcw/image/211.jpg
Don't Get Around Much Anymore												JW.392_Conductor8		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/211	211	212.jpg	/ijcw/image/212.jpg
Don't Get Around Much Anymore												JW.392_Front		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/212	212	213.jpg	/ijcw/image/213.jpg
Don't Get Around Much Anymore	Homlisch, Marvin		1940	y	2 copies; 1 Score (8 p.) + 6 parts; 1 Score (5 p.) 1 part, includes vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 29, Folder 392	IJC005	JW.392	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/213	213	214.cpd	/ijcw/image/214.cpd
One O'Clock Jump												JW.300a_Vocals		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/214	214	215.jpg	/ijcw/image/215.jpg
One O'Clock Jump												JW.300b_Piano0		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/215	215	216.jpg	/ijcw/image/216.jpg
One O'Clock Jump												JW.300c_Piano1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/216	216	217.jpg	/ijcw/image/217.jpg
One O'Clock Jump												JW.300d_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/217	217	218.jpg	/ijcw/image/218.jpg
One O'Clock Jump												JW.300e_Piano3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/218	218	219.jpg	/ijcw/image/219.jpg
One O'Clock Jump												JW.300f_Piano4		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/219	219	220.jpg	/ijcw/image/220.jpg
One O'Clock Jump												JW.300g_Piano5		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/220	220	221.jpg	/ijcw/image/221.jpg
One O'Clock Jump												JW.300h_Piano6		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/221	221	222.jpg	/ijcw/image/222.jpg
One O'Clock Jump	Zerke, Bob		1940	y	1 Score (8 p.) + 3 parts; includes vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 22, Folder 300	IJC005	JW.300	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/222	222	223.cpd	/ijcw/image/223.cpd
Just a Lucky So & So												JW.270a_Cover		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/223	223	224.jpg	/ijcw/image/224.jpg
Just a Lucky So & So												JW.270b_Conductor1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/224	224	225.jpg	/ijcw/image/225.jpg
Just a Lucky So & So												JW.270c_Conductor2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/225	225	226.jpg	/ijcw/image/226.jpg
Just a Lucky So & So												JW.270d_Conductor3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/226	226	227.jpg	/ijcw/image/227.jpg
Just a Lucky So & So												JW.270e_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/227	227	228.jpg	/ijcw/image/228.jpg
Just a Lucky So & So												JW.270f_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/228	228	229.jpg	/ijcw/image/229.jpg
Just a Lucky So & So												JW.270g_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/229	229	230.jpg	/ijcw/image/230.jpg
Just a Lucky So & So	Jones, Jimmy		1940	y	1 Score (11 p.) + 4 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 20, Folder 270	IJC005	JW.270	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/230	230	231.cpd	/ijcw/image/231.cpd
Autumn in New York												JW.168a_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/231	231	232.jpg	/ijcw/image/232.jpg
Autumn in New York												JW.168b_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/232	232	233.jpg	/ijcw/image/233.jpg
Autumn in New York												JW.168c_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/233	233	234.jpg	/ijcw/image/234.jpg
Autumn in New York	Johnson, Sy		1940	y	1 score (5 p.) + 3 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 14, Folder 168	IJC005	JW.168	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/234	234	235.cpd	/ijcw/image/235.cpd
Can't Take My Eyes Off You												JW.183a_Rhythm1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/235	235	236.jpg	/ijcw/image/236.jpg
Can't Take My Eyes Off You												JW.183a_Rhythm2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/236	236	237.jpg	/ijcw/image/237.jpg
Can't Take My Eyes Off You												JW.183b_Piano1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/237	237	238.jpg	/ijcw/image/238.jpg
Can't Take My Eyes Off You												JW.183b_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/238	238	239.jpg	/ijcw/image/239.jpg
Can't Take My Eyes Off You												JW.183c_Piano1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/239	239	240.jpg	/ijcw/image/240.jpg
Can't Take My Eyes Off You												JW.183c_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/240	240	241.jpg	/ijcw/image/241.jpg
Can't Take My Eyes Off You	Ott, Horace		1940	y	1 score (9 p.) + 3 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 15, Folder 183	IJC005	JW.183	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/241	241	242.cpd	/ijcw/image/242.cpd
Prelude to a Kiss												JW.312a_Vocals		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/242	242	243.jpg	/ijcw/image/243.jpg
Prelude to a Kiss												JW.312b_Vocals2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/243	243	244.jpg	/ijcw/image/244.jpg
